City,Mode,Output,Variable,Pearson_r,Spearman_r,SRC,PRCC,abs_Pearson_r,abs_Spearman_r,abs_SRC,abs_PRCC
Atlanta,Pipeline,Total Cost,Electricity Cost,0.12752542793313276,0.1443376908513769,0.12256877033201367,0.9121368165159663,0.12752542793313276,0.1443376908513769,0.12256877033201367,0.9121368165159663
Atlanta,Pipeline,Total Cost,Station Capital Cost,0.10563713007928073,0.10800482395204825,0.0849984355494957,0.8084556773116967,0.10563713007928073,0.10800482395204825,0.0849984355494957,0.8084556773116967
Atlanta,Pipeline,Total Cost,Electricity Carbon Intensity,0.02056432336613631,0.019770983429709833,0.00019593168611383897,0.012335431582807617,0.02056432336613631,0.019770983429709833,0.00019593168611383897,0.012335431582807617
Atlanta,Pipeline,Total Cost,Pipeline Capital Cost,0.01900535702727576,0.019391004661910047,-8.983475547525376e-05,0.007794234788050403,0.01900535702727576,0.019391004661910047,8.983475547525376e-05,0.007794234788050403
Atlanta,Pipeline,Total Cost,Pipeline Capital Cost_1,0.01900535702727576,0.019391004661910047,-8.983475547525571e-05,0.007794234788050403,0.01900535702727576,0.019391004661910047,8.983475547525571e-05,0.007794234788050403
Atlanta,Pipeline,Total Cost,Pipeline Capital Cost_2,0.01900535702727576,0.019391004661910047,-8.983475547527104e-05,0.007794234791267808,0.01900535702727576,0.019391004661910047,8.983475547527104e-05,0.007794234791267808
Atlanta,Pipeline,Total Cost,Fuel Economy,-0.01712748876198074,-0.015063201786632018,-0.0003144164609091862,-0.01083601952016879,0.01712748876198074,0.015063201786632018,0.0003144164609091862,0.01083601952016879
Atlanta,Pipeline,Total Cost,Liquefaction Efficiency,-0.010061910112861647,-0.008760239427602394,-0.0001963272697735751,0.00039648122629193367,0.010061910112861647,0.008760239427602394,0.0001963272697735751,0.00039648122629193367
Atlanta,Pipeline,Total Cost,Distribution Leakage Rate,-0.007925892748482473,-0.00406282202862822,0.001284159603420613,0.03955988003212237,0.007925892748482473,0.00406282202862822,0.001284159603420613,0.03955988003212237
Atlanta,Pipeline,Total Cost,Cab Cost,0.006351165314282888,0.004068419380684194,-0.00045116025464897843,-0.0006879153091840546,0.006351165314282888,0.004068419380684194,0.00045116025464897843,0.0006879153091840546
Atlanta,Pipeline,Total Cost,Compression Capital Cost,0.00481798158930865,0.00395252696752527,0.0011569034422286312,0.01663085126615392,0.00481798158930865,0.00395252696752527,0.0011569034422286312,0.01663085126615392
Atlanta,Pipeline,Total Cost,Hydrogen Fuel Carbon Intensity,-0.004695116287132427,-0.00396672901566729,0.0003997892211931232,-0.005157379082815184,0.004695116287132427,0.00396672901566729,0.0003997892211931232,0.005157379082815184
Atlanta,Pipeline,Total Cost,Transmission Leakage Rate,-0.00463331446507673,-0.0037128099636899387,-0.00015433969559034173,0.005415235834074899,0.00463331446507673,0.0037128099636899387,0.00015433969559034173,0.005415235834074899
Atlanta,Pipeline,Total Cost,Station Leakage Rate,-0.002633321587992828,-0.0011814771958360386,0.0016057365846459338,0.033513402125298186,0.002633321587992828,0.0011814771958360386,0.0016057365846459338,0.033513402125298186
Atlanta,Pipeline,Total Cost,Liquefaction Capital Cost,-0.0023739473335246137,-0.007224560628245606,-0.0002617472994280114,-0.005239056457667102,0.0023739473335246137,0.007224560628245606,0.0002617472994280114,0.005239056457667102
Atlanta,Pipeline,Total Cost,Compression Efficiency,-0.0016810933924990745,-0.0015035184030351841,-0.008414858527528027,-0.15119333883969396,0.0016810933924990745,0.0015035184030351841,0.008414858527528027,0.15119333883969396
Atlanta,Pipeline,Total Cost,Transmission Length,,,6.938893903907228e-18,,,,6.938893903907228e-18,
Atlanta,Pipeline,Total GHG Cost,Electricity Carbon Intensity,0.9945602924933008,0.9949276564452766,0.9923516694878577,0.998634515370195,0.9945602924933008,0.9949276564452766,0.9923516694878577,0.998634515370195
